X,Velocity,Repitition,Sustain,MidiPitch,Pitch,Time,Delete,Duration,Max,Transient,Stamp
555,pp,1,0,105,A7,10736,,6.02,0.007965087890625,242,515915200
556,pp,2,0,105,A7,10741,,6.02,0.007965087890625,242,515915200
557,mp,1,0,105,A7,10746,,6.02,0.007965087890625,242,515915200
558,mp,2,0,105,A7,10752,,5.01,0.0035400390625,288,516204000
559,f,1,0,105,A7,10757,d,,,,
560,f,1,0,105,A7,10764,,5.96,0.021026611328125,380,516781000
561,f,2,0,105,A7,10770,,6.02,0.0263671875,527,517067000
562,pp,1,0,106,A#7,10776,,5.03,0.0048828125,164,517355800
563,pp,2,0,106,A#7,10781,,5.98,0.0045166015625,573,517597200
564,mp,1,0,106,A#7,10787,,5.03,0.01513671875,494,517884200
565,mp,2,0,106,A#7,10792,,6.96,0.013763427734375,341,518125400
566,f,1,0,106,A#7,10799,,5.99,0.02508544921875,521,518459600
567,f,2,0,106,A#7,10805,,6.05,0.028533935546875,502,518747200
568,pp,1,0,107,B7,10811,,4.97,0.00250244140625,126,519037800
569,pp,2,0,107,B7,10816,,4.99,0.002349853515625,21,519276600
570,mp,1,0,107,B7,10821,,5.05,0.009552001953125,455,519516200
571,mp,2,0,107,B7,10826,,6.95,0.012420654296875,262,519758600
572,f,1,0,107,B7,10833,,6.01,0.023101806640625,546,520092200
573,f,2,0,107,B7,10839,,7.01,0.0206298828125,485,520380600
574,pp,1,0,108,C8,10846,,4.98,0.002410888671875,68,520717200
575,pp,2,0,108,C8,10851,,5.97,0.0029296875,87,520956200
576,mp,1,0,108,C8,10857,,5.02,0.00604248046875,480,521243000
577,mp,2,0,108,C8,10862,,4.99,0.007049560546875,408,521483800
578,f,1,0,108,C8,10867,,5.02,0.0145263671875,246,521723400
579,f,2,0,108,C8,10872,,6.48,0.013641357421875,472,521964400
